id,name,lat,lon,type, fuel,region,country,status,capacity_tonnes,emfpm10, pm10_t_yr,emfpm25,pm25_t_yr,emfso2,�so2_t_yr,emfnox,nox_t_yr,source
WSI-193,"VrIndiaavan, Mathura, Uttar Pradesh",27.55611111,77.68222222,Plastic_waste,,,India,operating_status,"1,414",,,,,,,,,
WSI-194,"NH148B, Bhiwani, Bhiwani district",28.78138889,76.12472222,Plastic_waste,,,India,operating_status,"3,094",,,,,,,,,
WSI-195,"Rohtak, Haryana, 124001",28.87777778,76.55305556,Plastic_waste,,,India,operating_status,"9,814",,,,,,,,,
WSI-196,"JIndia, Haryana, 126100",29.31055556,76.30861111,Plastic_waste,,,India,operating_status,"3,054",,,,,,,,,
WSI-197,"Bareilly, Bareilly District, Uttar Pradesh",28.42472222,79.38972222,Plastic_waste,,,India,operating_status,558,,,,,,,,,
WSI-198,"Pilibhit, Pilibhit District, Uttar Pradesh",28.61888889,79.79305556,Plastic_waste,,,India,operating_status,399,,,,,,,,,
WSI-199,"Mainpuri, Uttar Pradesh, 205001",27.21555556,79.00861111,Plastic_waste,,,India,operating_status,685,,,,,,,,,
WSI-200,"Laharpur, Sitapur, Uttar Pradesh",27.70972222,80.90305556,Plastic_waste,,,India,operating_status,330,,,,,,,,,
WSI-201,"Moradabad, Uttar Pradesh, India",28.95722222,78.82444444,Plastic_waste,,,India,operating_status,"3,912",,,,,,,,,
WSI-202,"Rampur, Rampur District, Uttar Pradesh",28.81527778,79.01361111,Plastic_waste,,,India,operating_status,"7,049",,,,,,,,,
WSI-203,"Kashipur, Udham Singh Nagar, Uttarakhand",29.21,78.99694444,Plastic_waste,,,India,operating_status,919,,,,,,,,,
WSI-204,"NH34, Etah, Uttar Pradesh",27.57916667,78.62944444,Plastic_waste,,,India,operating_status,565,,,,,,,,,
WSI-205,"Abohar, Abohar Tahsil, Fazilka",30.14166667,74.18194444,Plastic_waste,,,India,operating_status,"17,116",,,,,,,,,
WSI-206,"Dhalleke, Dharamkot Tahsil, Moga",30.84222222,75.14194444,Plastic_waste,,,India,operating_status,770,,,,,,,,,
WSI-207,"Kapurthala, Kapurthala Tahsil, Kapurthala",31.30333333,75.33444444,Plastic_waste,,,India,operating_status,"10,907",,,,,,,,,
WSI-208,"Sangaria Road, Hanumangarh, Hanumangarh Tehsil",29.64555556,74.32055556,Plastic_waste,,,India,operating_status,"1,895",,,,,,,,,
WSI-209,"Focal Point - 2, BathIndiaa, BathIndiaa Tahsil",30.18194444,74.95333333,Plastic_waste,,,India,operating_status,"3,786",,,,,,,,,
WSI-210,"ODR32, Giddarbaha, Gidderbaha Tahsil",30.20083333,74.67111111,Plastic_waste,,,India,operating_status,"2,080",,,,,,,,,
WSI-211,"Mandi Dabwali, Dabwali, Sirsa",29.95805556,74.69,Plastic_waste,,,India,operating_status,"2,085",,,,,,,,,
WSP-212,Mehmood Booti,31.60997221,74.38688278,Dumpsites,,,Pakistan,operating_status,255063.05,,,,,,,,,
WSP-213,Jam Chakro,25.02819399,67.03392914,Dumpsites,,,Pakistan,operating_status,1130306.02,,,,,,,,,
