id,lat,lon,type,fuel,state,country,status,capacity_tonnes,emfpm10,pm10_t_yr,emfpm25,pm25_t_yr,emfso2,so2_t_yr,emfnox,Nox_t_yr,source
BKB-95,22.82551693,90.29474921,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-96,23.39193523,89.58566348,FCBK,coal,Khulna,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-97,22.45357025,90.1687958,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-98,22.83224863,89.96289223,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-99,23.11228923,89.6451214,FCBK,coal,Khulna,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-100,22.97051873,90.50487983,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-101,22.45730983,89.58555223,FCBK,coal,Khulna,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-102,22.50683217,90.40843273,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-103,23.18443592,89.59571455,FCBK,coal,Khulna,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-104,22.93606886,90.49632698,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-105,22.93775917,90.49724073,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-106,22.44766558,90.44697525,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-107,22.39978631,89.90671404,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-108,22.96483181,90.47556016,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-109,22.92150775,90.51443431,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-110,23.85136191,88.83609712,FCBK,coal,Khulna,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-111,23.85593643,88.72952125,FCBK,coal,Khulna,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-112,23.85335401,88.72930087,FCBK,coal,Khulna,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-113,22.90797601,90.52977241,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-114,22.54958572,90.14507783,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-115,22.45001726,90.16814274,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-116,22.31661149,89.14997906,FCBK,coal,Khulna,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-117,23.41017948,89.60972216,FCBK,coal,Dhaka,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-118,22.47851953,90.6950682,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-119,24.14579829,89.49762573,FCBK,coal,Rajshahi,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-120,22.75657433,90.36663614,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-121,22.43353333,90.16829483,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-122,22.43689987,90.16796695,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-123,23.37333297,90.24279033,FCBK,coal,Dhaka,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-124,22.61405575,90.42369338,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-125,22.54933989,90.46457802,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-126,22.39428473,89.57989181,FCBK,coal,Khulna,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-127,23.62998375,90.43805663,FCBK,coal,Dhaka,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-128,23.62650453,90.43969063,FCBK,coal,Dhaka,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-129,23.62916677,90.43877688,FCBK,coal,Dhaka,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-130,24.57867312,90.00930689,FCBK,coal,Dhaka,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
